SectionID,CourseCode,CourseTitle,TermCode,TermID,StartDate,EndDate,Days,SectionStatus,RoomName,PrimaryInstructor,PrimaryPayment,SecondaryInstructor,SecondaryPayment
10452,LAT-101,Beginner I,FA14,250,10/1/2014,12/17/2014,Wed,AC,Rome,C. CORNELIUS,1485,,
10453,LAT-203,Conversation II,FA14,250,10/1/2014,12/17/2014,Wed,CN,Alexandria,M. VALENTINIANUS,1125,,
10454,LAT-433,Roman History IV,FA14,250,10/1/2014,12/17/2014,Wed,AC,Rome,G. LUCIANUS,1485,,
10455,LAT-226,Latin Slang,SU14,240,8/28/2014,9/18/2014,Thu,AC,Rome,P. AURELIUS,,,
10456,LAT-440,Book Club,FA14,250,10/2/2014,10/16/2014,Thu,AC,Rome,D. ROMILIUS,405,,
10457,LAT-439,Book Club,FA14,250,10/23/2014,11/6/2014,Thu,AC,Rome,G. LUCIANUS,405,,
10458,LAT-441,Book Club,FA14,250,11/13/2014,12/4/2014,Thu,AC,Rome,M. VALENTINIANUS,405,,
10459,LAT-103,Beginner Conversation,FA14,250,10/4/2014,12/20/2014,Sat,AC,Alexandria,P. AURELIUS,1125,,
10460,LAT-202,Intermediate Latin II,FA14,250,10/4/2014,12/20/2014,Sat,AC,Cannae,S. TATIUS,1485,,
10461,LAT-203,Conversation II,FA14,250,10/4/2014,12/20/2014,Sat,AC,Carthage,M. RUFUS,1125,,
10462,LAT-301,Advanced Latin I,FA14,250,10/4/2014,12/20/2014,Sat,CN,Antioch,M. MERIDIUS,1485,,
10463,LAT-201,Intermediate Latin I,FA14,250,10/4/2014,12/20/2014,Sat,AC,Carthage,M. MERIDIUS,1485,,
10464,LAT-102,Beginner II,FA14,250,10/4/2014,12/20/2014,Sat,AC,Cannae,P. AURELIUS,1485,,
10465,LAT-302,Advanced Latin II,FA14,250,10/4/2014,12/20/2014,Sat,CN,Antioch,S. TATIUS,1485,,
10466,LAT-101,Beginner I,FA14,250,10/4/2014,12/20/2014,Sat,AC,Rome,M. RUFUS,1485,,
10467,LAT-406,Table Topics,FA14,250,10/4/2014,12/6/2014,Sat,AC,Alexandria,D. ROMILIUS,,,
10468,LAT-424,Latin influence on Europe,FA14,250,10/1/2014,11/5/2014,Wed,CN,Cannae,N. AFRICANUS,810,,
10469,LAT-405,Roman Theater,FA14,250,10/4/2014,12/13/2014,Sat,AC,Rome,M. VALENTINIANUS,1350,,
10470,LAT-214,Latin Grammar,FA14,250,10/22/2014,11/19/2014,Wed,AC,Carthage,M. VALENTINIANUS,360,,
10471,LAT-118,Popular Latin Phrases,FA14,250,10/18/2014,12/13/2014,Sat,CN,Antioch,S. TATIUS,1080,,
10472,LAT-106,ABC Conversation,WI15,260,1/5/2015,3/30/2015,Mon,AC,Alexandria,L. SALVIUS,1125,,
10473,LAT-101,Beginner I,WI15,260,1/5/2015,3/30/2015,Mon,AC,Rome,O. LIVIUS,1485,,
10474,LAT-202,Intermediate Latin II,WI15,260,1/5/2015,3/30/2015,Mon,AC,Carthage,G. LUCIANUS,1485,,
10475,LAT-214,Latin Grammar,WI15,260,1/5/2015,2/9/2015,Mon,AC,Cannae,M. VALENTINIANUS,360,,
10476,LAT-301,Advanced Latin I,WI15,260,1/5/2015,3/30/2015,Mon,AC,Cannae,L. SALVIUS,1485,,
10477,LAT-201,Intermediate Latin I,WI15,260,1/5/2015,3/30/2015,Mon,AC,Rome,M. VALENTINIANUS,1485,,
10478,LAT-302,Advanced Latin II,WI15,260,1/5/2015,3/30/2015,Mon,AC,Carthage,G. LUCIANUS,1485,,
10479,LAT-102,Beginner II,WI15,260,1/5/2015,3/30/2015,Mon,AC,Antioch,I. SENECA,1485,,
10480,LAT-103,Beginner Conversation,WI15,260,1/5/2015,3/30/2015,Mon,CN,Alexandria,I. SENECA,1125,,
10481,LAT-122,Latin Express I,WI15,260,1/5/2015,3/30/2015,Mon/Wed,AC,Antioch,O. LIVIUS,1980,,
10482,LAT-102,Beginner II,WI15,260,1/13/2015,3/24/2015,Tue,AC,Cannae,M. VALENTINIANUS,1485,,
10483,LAT-203,Conversation II,WI15,260,1/13/2015,3/24/2015,Tue,AC,Alexandria,G. LUCIANUS,1125,,
10484,LAT-452,Latino che Passione I,WI15,260,1/13/2014,3/24/2014,Tue,AC,Rome,F. JUNIUS,1485,,
10485,LAT-442,Book Club,WI15,260,1/13/2015,2/10/2015,Tue,AC,Rome,,,,
10486,LAT-303,Advanced Latin III,WI15,260,1/13/2015,3/24/2015,Tue,AC,Carthage,L. SALVIUS,1485,,
10487,LAT-405,Roman Theater,WI15,260,1/13/2015,3/24/2015,Tue,AC,Rome,M. VALENTINIANUS,945,N. AFRICANUS,405
10488,LAT-202,Intermediate Latin II,WI15,260,1/13/2015,3/24/2015,Tue,AC,Carthage,L. SALVIUS,1485,,
10489,LAT-101,Beginner I,WI15,260,1/13/2015,3/24/2015,Tue,AC,Cannae,G. LUCIANUS,1485,,
10490,LAT-106,ABC Conversation,WI15,260,1/13/2015,3/24/2015,Tue,AC,Alexandria,F. JUNIUS,1125,,
10491,LAT-101,Beginner I,WI15,260,1/7/2015,3/18/2015,Wed,AC,Rome,O. LIVIUS,1485,,
10492,LAT-321,Latino che Passione III,WI15,260,1/7/2015,3/18/2015,Wed,AC,Carthage,G. LUCIANUS,1485,,
10493,LAT-454,Pax Romana,WI15,260,3/4/2015,3/25/2015,Wed,AC,Antioch,C. CORNELIUS,540,,
10494,LAT-202,Intermediate Latin II,WI15,260,1/7/2015,3/18/2015,Wed,AC,Alexandria,M. MERIDIUS,1485,,
10495,LAT-102,Beginner II,WI15,260,1/7/2015,3/18/2015,Wed,AC,Cannae,M. VALENTINIANUS,1485,,
10496,LAT-474,Latin Puns,WI15,260,3/4/2015,3/25/2015,Wed,CN,Alexandria,C. CORNELIUS,540,,
10497,LAT-201,Intermediate Latin I,WI15,260,1/7/2015,3/18/2015,Wed,AC,Cannae,M. MERIDIUS,1485,,
10498,LAT-103,Beginner Conversation,WI15,260,1/7/2015,3/18/2015,Wed,AC,Carthage,M. VALENTINIANUS,1125,,
10499,LAT-433,Roman History IV,WI15,260,1/7/2015,3/18/2015,Wed,AC,Rome,G. LUCIANUS,1485,,
10500,LAT-101,Beginner I,WI15,260,1/15/2015,3/26/2015,Thu,AC,Rome,F. JUNIUS,1485,,
10501,LAT-226,Latin Slang,WI15,260,1/22/2015,2/5/2015,Thu,AC,Rome,P. AURELIUS,,,
10502,LAT-440,Book Club,WI15,260,2/12/2015,2/26/2015,Thu,AC,Rome,G. LUCIANUS,405,,
10503,LAT-439,Book Club,WI15,260,3/5/2015,3/19/2015,Thu,AC,Rome,D. ROMILIUS,405,,
10504,LAT-442,Book Club,WI15,260,1/13/2015,2/10/2015,Tue,CN,Antioch,Q. PONTIUS,900,,
10505,LAT-103,Beginner Conversation,WI15,260,1/10/2015,3/21/2015,Sat,AC,Alexandria,P. AURELIUS,1125,,
10506,LAT-302,Advanced Latin II,WI15,260,1/10/2015,3/21/2015,Sat,CN,Antioch,S. TATIUS,1485,,
10507,LAT-101,Beginner I,WI15,260,1/10/2015,3/21/2015,Sat,AC,Cannae,M. RUFUS,1485,,
10508,LAT-301,Advanced Latin I,WI15,260,1/10/2015,3/21/2015,Sat,AC,Rome,N. AFRICANUS,1485,,
10509,LAT-403,The Beauty of Latin,WI15,260,2/7/2015,2/28/2015,Sat,AC,Carthage,F. QUINTIUS,540,,
10510,LAT-106,ABC Conversation,WI15,260,1/10/2015,3/21/2015,Sat,AC,Carthage,M. RUFUS,1125,,
10511,LAT-201,Intermediate Latin I,WI15,260,1/10/2015,3/21/2015,Sat,AC,Cannae,N. AFRICANUS,1485,,
10512,LAT-102,Beginner II,WI15,260,1/10/2015,3/21/2015,Sat,AC,Rome,P. AURELIUS,1485,,
10513,LAT-118,Popular Latin Phrases,WI15,260,1/10/2015,2/28/2015,Sat,AC,Antioch,S. TATIUS,1080,,
10514,LAT-406,Table Topics,WI15,260,1/24/2015,3/29/2015,Sat,AC,Alexandria,D. ROMILIUS,,,
10515,LAT-215,Latin Grammar II,WI15,260,2/23/2015,3/23/2015,Mon,AC,Cannae,M. VALENTINIANUS,675,,
10518,LAT-305,Conversation Club I,SP15,270,4/6/2015,6/22/2015,Mon,AC,Alexandria,G. LUCIANUS,1485,,
10519,LAT-101,Beginner I,SP15,270,4/6/2015,6/22/2015,Mon,AC,Rome,O. LIVIUS,1485,,
10520,LAT-301,Advanced Latin I,SP15,270,4/6/2015,6/22/2015,Mon,AC,Carthage,S. TATIUS,1485,,
10521,LAT-214,Latin Grammar,SP15,270,4/6/2015,5/4/2015,Mon,AC,Rome,M. VALENTINIANUS,360,,
10522,LAT-215,Latin Grammar II,SP15,270,5/11/2015,6/15/2015,Mon,AC,Rome,M. VALENTINIANUS,675,,
10523,LAT-102,Beginner II,SP15,270,4/6/2015,6/22/2015,Mon,AC,Rome,G. LUCIANUS,1485,,
10524,LAT-201,Intermediate Latin I,SP15,270,4/6/2015,6/22/2015,Mon,AC,Alexandria,S. TATIUS,1485,,
10525,LAT-101,Beginner I,SP15,270,4/6/2015,6/22/2015,Mon - 7:30,AC,Cannae,O. LIVIUS,1485,,
10526,LAT-306,Conversation Club II,SP15,270,4/6/2015,6/22/2015,Mon,AC,Carthage,M. VALENTINIANUS,1485,,
10527,LAT-104,Beginner I Morning,SP15,270,4/14/2015,6/23/2015,Tue,AC,Rome,M. VALENTINIANUS,1485,,
10528,LAT-316,Conversation I Morning,SP15,270,4/14/2015,6/23/2015,Tue,AC,Alexandria,M. VALENTINIANUS,1485,,
10529,LAT-102,Beginner II,SP15,270,4/14/2015,6/23/2015,Tue,AC,Cannae,M. VALENTINIANUS,1485,,
10530,LAT-306,Conversation Club II,SP15,270,4/14/2015,6/23/2015,Tue,AC,Alexandria,G. LUCIANUS,1485,,
10531,LAT-452,Latino che Passione I,SP15,270,4/14/2015,6/23/2015,Tue,AC,Carthage,F. JUNIUS,1485,,
10532,LAT-405,Roman Theater,SP15,270,4/14/2015,6/23/2015,Tue,AC,Rome,M. VALENTINIANUS,1350,,
10533,LAT-101,Beginner I,SP15,270,4/14/2015,6/23/2015,Tue,AC,Carthage,G. LUCIANUS,1485,,
10534,LAT-307,Conversation III,SP15,270,4/14/2015,6/23/2015,Tue,AC,Cannae,F. JUNIUS,1485,,
10535,LAT-101,Beginner I,SP15,270,4/8/2015,6/17/2015,Wed,AC,Rome,O. LIVIUS,1485,,
10536,LAT-223,Grammar Legends,SP15,270,4/8/2015,6/17/2015,Wed,AC,Alexandria,G. LUCIANUS,1485,,
10537,LAT-201,Intermediate Latin I,SP15,270,4/8/2015,6/17/2015,Wed,AC,Cannae,M. VALENTINIANUS,1485,,
10538,LAT-302,Advanced Latin II,SP15,270,4/8/2015,6/17/2015,Wed,AC,Carthage,M. MERIDIUS,1485,,
10539,LAT-202,Intermediate Latin II,SP15,270,4/8/2015,6/17/2015,Wed,AC,Cannae,M. MERIDIUS,1485,,
10540,LAT-305,Conversation Club I,SP15,270,4/8/2015,6/17/2015,Wed,AC,Carthage,O. LIVIUS,1485,,
10541,LAT-320,Latino che Passione II,SP15,270,4/8/2015,6/17/2015,Wed,AC,Rome,M. VALENTINIANUS,1485,,
10542,LAT-433,Roman History IV,SP15,270,4/8/2015,6/17/2015,Wed,AC,Alexandria,G. LUCIANUS,1485,,
10543,LAT-104,Beginner I Morning,SP15,270,4/9/2015,6/18/2015,Thu,AC,Alexandria,F. JUNIUS,1485,,
10544,LAT-105,Beginner II Morning,SP15,270,4/9/2015,6/18/2015,Thu,AC,Rome,C. CORNELIUS,1485,,
10545,LAT-440,Book Club,SP15,270,4/9/2015,5/14/2015,Thu,AC,Rome,M. RUFUS,405,,
10546,LAT-305,Conversation Club I,SP15,270,4/11/2015,6/27/2015,Sat,AC,Alexandria,P. AURELIUS,1485,,
10547,LAT-303,Advanced Latin III,SP15,270,4/11/2015,6/27/2015,Sat,AC,Carthage,S. TATIUS,1485,,
10548,LAT-102,Beginner II,SP15,270,4/11/2015,6/27/2015,Sat,AC,Cannae,I. SENECA,1485,,
10549,LAT-453,Latin over Wine and Cheese,SP15,270,5/16/2015,5/30/2015,Sat,AC,Rome,N. AFRICANUS,405,,
10550,LAT-403,The Beauty of Latin,SP15,270,6/6/2015,6/27/2015,Sat,AC,Alexandria,F. QUINTIUS,540,,
10551,LAT-202,Intermediate Latin II,SP15,270,4/11/2015,6/27/2015,Sat,AC,Carthage,I. SENECA,1485,,
10552,LAT-101,Beginner I,SP15,270,4/11/2015,6/27/2015,Sat,AC,Cannae,P. AURELIUS,1485,,
10553,LAT-401,Latin for Travelers,SP15,270,4/11/2015,6/6/2015,Sat,AC,Rome,S. TATIUS,1440,,
10554,LAT-446,Roman Rivers,SP15,270,4/11/2015,5/30/2015,Sat,AC,Alexandria,D. ROMILIUS,1080,,
10555,LAT-501,$25 Processing fee for change of registration,SP15,270,,,,,,,,,
10555,LAT-501,$25 Processing fee for change of registration,SP15,270,,,,,,,,,
10556,LAT-228,Grammar For You  For Int. I,SU15,280,8/3/2015,9/28/2015,Mon,AC,Rome,C. CORNELIUS,945,,
10557,LAT-112,Conversation For You for Beg. II,SU15,280,8/3/2015,9/28/2015,Mon,AC,Rome,C. CORNELIUS,945,,
10558,LAT-101,Beginner I,SU15,280,7/6/2015,9/21/2015,Mon,AC,Rome,H. HORATIUS,1485,,
10559,LAT-305,Conversation Club I,SU15,280,7/6/2015,9/21/2015,Mon,AC,Alexandria,O. LIVIUS,1485,,
10560,LAT-202,Intermediate Latin II,SU15,280,7/6/2015,9/21/2015,Mon,AC,Carthage,G. LUCIANUS,1485,,
10561,LAT-301,Advanced Latin I,SU15,280,7/6/2015,9/21/2015,Mon,AC,Cannae,S. TATIUS,1485,,
10562,LAT-302,Advanced Latin II,SU15,280,7/6/2015,9/21/2015,Mon,AC,Carthage,S. TATIUS,1485,,
10563,LAT-306,Conversation Club II,SU15,280,7/6/2015,9/21/2015,Mon,AC,Rome,G. LUCIANUS,1485,,
10564,LAT-102,Beginner II,SU15,280,7/6/2015,9/21/2015,Mon,AC,Alexandria,H. HORATIUS,1485,,
10565,LAT-201,Intermediate Latin I,SU15,280,7/6/2015,9/21/2015,Mon,AC,Cannae,O. LIVIUS,1485,,
10566,LAT-102,Beginner II,SU15,280,7/14/2015,9/22/2015,Tue,AC,Alexandria,O. LIVIUS,1485,,
10567,LAT-101,Beginner I,SU15,280,7/14/2015,9/22/2015,Tue,AC,Rome,G. LUCIANUS,1485,,
10568,LAT-201,Intermediate Latin I,SU15,280,7/14/2015,9/22/2015,Tue,CN,Cannae,O. LIVIUS,1485,,
10569,LAT-202,Intermediate Latin II,SU15,280,7/14/2015,9/22/2015,Tue,AC,Rome,G. LUCIANUS,1485,,
10570,LAT-110,Grammar For you  For Beg. I,SU15,280,8/5/2015,9/23/2015,Wed,AC,Rome,C. CORNELIUS,945,,
10571,LAT-111,Gramnmar For you  For Beg.II,SU15,280,8/5/2015,9/23/2015,Wed,CN,Rome,C. CORNELIUS,945,,
10572,LAT-303,Advanced Latin III,SU15,280,7/8/2015,9/16/2015,Wed,AC,Cannae,S. TATIUS,1485,,
10573,LAT-307,Conversation III,SU15,280,7/8/2015,9/16/2015,Wed,AC,Alexandria,G. LUCIANUS,1485,,
10574,LAT-101,Beginner I,SU15,280,7/8/2015,9/16/2015,Wed,AC,Rome,P. OCTAVIUS,1485,,
10575,LAT-102,Beginner II,SU15,280,7/8/2015,9/16/2015,Wed,AC,Rome,P. OCTAVIUS,1485,,
10576,LAT-201,Intermediate Latin I,SU15,280,7/8/2015,9/16/2015,Wed,AC,Cannae,G. LUCIANUS,1485,,
10577,LAT-202,Intermediate Latin II,SU15,280,7/8/2015,9/16/2015,Wed,CN,Carthage,S. TATIUS,1485,,
10578,LAT-465,Latin Today,SU15,280,8/26/2015,9/23/2015,Wed,AC,Alexandria,M. MERIDIUS,675,,
10579,LAT-226,Latin Slang,SU15,280,9/10/2015,9/24/2015,Thu,AC,Rome,P. AURELIUS,,,
10580,LAT-101,Beginner I,SU15,280,7/11/2015,9/19/2015,Sat,AC,Rome,P. MAXIMINUS,1485,,
10581,LAT-201,Intermediate Latin I,SU15,280,7/11/2015,9/19/2015,Sat,AC,Alexandria,P. OCTAVIUS,1485,,
10582,LAT-302,Advanced Latin II,SU15,280,7/11/2015,9/19/2015,Sat,AC,Carthage,S. TATIUS,1485,,
10583,LAT-306,Conversation Club II,SU15,280,7/11/2015,9/19/2015,Sat,AC,Cannae,P. OCTAVIUS,1485,,
10584,LAT-214,Latin Grammar,SU15,280,9/5/2012,9/26/2015,Sat,AC,Carthage,N. AFRICANUS,360,,
10585,LAT-102,Beginner II,SU15,280,7/11/2015,9/19/2015,Sat,AC,Cannae,P. MAXIMINUS,1485,,
10586,LAT-202,Intermediate Latin II,SU15,280,7/11/2015,9/19/2015,Sat,CN,Antioch,S. TATIUS,1485,,
10587,LAT-403,The Beauty of Latin,SU15,280,8/8/2015,8/29/2015,Sat,AC,Rome,F. QUINTIUS,540,,
10588,LAT-477,News of the Roman Empire,SU15,280,7/11/2015,8/1/2015,Sat,AC,Alexandria,M. RUFUS,540,,
10589,LAT-315,Conversing wih Fables & Fairy Tales,SU15,280,8/22/2015,9/26/2015,Sat,AC,Carthage,D. ROMILIUS,810,,
